Class,AUC
809,0.9401023150958121
810,0.9977693340804081
811,0.9999814162318065
812,0.9985330220854877
813,0.9978878048215918
814,0.9879428697224205
815,0.9999306350362432
816,0.9940574676265526
817,0.9996358339402768
818,0.9764510302829097
819,0.9994594938318707
820,0.9997886036402095
821,
822,0.9999739863341542
823,
824,0.9999653181195484
825,0.9925380488477872
826,0.99665012676252
827,0.9991656210131445
828,0.9998065644103314
829,0.9994025902298408
830,0.9973987252452341
831,0.999120678975564
832,0.9883701047508358
833,0.997951906543879
834,0.9994154991116744
835,0.9998477398864147
836,0.9969314590720478
837,0.9999975191521454
838,0.9996313462540238
839,0.999392040648487
840,0.9948927208694529
841,0.998531678511625
842,0.999808770283588
843,0.9989511075804478
844,0.9993406773596077
845,0.9930387690867521
846,0.9998202052836352
847,0.9986427696078432
848,0.999971930827867
849,0.9993491165341757
850,0.9974610595957492
851,0.9952484134161004
852,0.9990936372467388
853,0.9982868676177391
854,0.9988611920621704
855,0.9874605432030248
856,1.0
857,0.9997049277072881
858,0.9945538880828925
859,0.987040855288278
860,0.9939958638913433
861,1.0
862,0.9896580548632375
863,0.9953557740665591
864,
865,0.9999971728891377
866,1.0
867,0.9999113294045849
868,1.0
869,0.9978910125221131
870,0.9993977396649152
871,0.9970546749447932
872,0.999845283948265
873,0.9791825655612599
874,0.9998297977520293
875,
876,0.999982657856858
877,1.0
878,0.9950958851305772
879,0.9981224569843843
880,0.9718006971783355
881,0.9999978822766035
882,0.9997976504324498
883,0.9813946351974276
884,0.9993747723053971
885,0.9876177097965767
886,1.0
887,0.9975255029818169
888,0.9834602178135405
889,0.9974226217909966
890,0.9995338469770634
891,0.9798046368399652
892,0.9977504918528982
893,0.999306350362432
894,0.993756727664155
895,0.9895620332210071
896,0.9764808405937043
897,0.9869562199220407
898,0.9952466243187893
899,0.9565865218604696
900,1.0
901,0.9941617808748815
902,0.9989843673131572
903,0.9953204856237771
904,0.9999991733521809
905,0.9911284900779604
906,0.9993407012856325
907,0.9971310450250138
908,0.9860320003303648
909,0.9812706991468112
910,0.9999826581576027
911,0.9969495756815373
912,0.9736238779018284
913,0.982805315977355
914,0.9999821912929121
915,0.9999800210967705
916,0.9969378921223124
917,1.0
918,0.9997936636473908
919,0.9918703362887855
920,0.9870459842198458
921,0.9959789591023962
922,0.9958616727941176
923,0.9880570688319049
924,0.999237407804912
925,0.9999901759016238
926,0.9651589278482158
927,0.9943996071292157
928,0.9992683045272273
929,0.9963799569414542
930,0.9925264377995416
931,0.9973047655433388
932,0.9963465536247482
933,0.9763108199624921
934,0.9863902388199028
935,0.9999997980635099
936,0.999080043919266
937,0.9995789661918527
938,0.728857058629719
939,0.9862550425688308
940,0.998892988117779
941,
942,0.9963734723425337
943,0.9836509311622329
944,0.9949884682747498
945,0.9991821834688158
946,0.9939266637278611
947,0.9958039622150284
948,0.9927661624837643
949,0.999999440323672
950,0.9993800172474665
951,0.9999247515353581
952,0.9999427219305326
953,0.9974929113855892
954,0.9993283104433771
955,0.999967872662656
956,0.9976163100479543
957,0.9999836553067644
958,0.9989798926398947
959,0.9999908115354026
960,0.9998843954935261
961,0.9981186637637409
962,0.9987639034572321
963,0.9997456312505538
964,0.9999896462267958
965,0.9999999999999999
966,0.999825234236861
967,0.9999953710132853
968,0.9951305023443765
969,0.9934124757000381
970,1.0
971,
972,
973,
974,0.999093441340537
975,0.9956582905920945
976,0.9999693134893898
977,0.9999696517758048
978,1.0
979,0.998488927485888
980,0.9977063822407215
981,1.0
982,0.9998838456717352
983,
984,1.0
985,1.0
986,0.996547776004441
987,0.9984253129047298
988,0.9999687733115903
989,0.9961975818415064
990,0.9999752642150491
991,0.9884168584213722
992,0.9244875663302465
993,0.9975029046074878
994,
995,
996,0.999843923418424
997,1.0
998,0.9998135363907583
999,0.9952513450611029
